avg_pupil,music
0.205181032600159,0.289891277900457
0.35962768202147,0.121262800378787
0.314793158631587,-0.0255852854582717
0.323945327718132,-0.133853362532546
0.312397648685581,-0.193019749626358
0.321126222015,-0.205105563074992
0.31079806712641,-0.18762321181032
0.312862247914931,-0.169369665837909
0.29722928822775,-0.179992712269794
0.291683996955241,-0.237701045718754
0.280514093767705,-0.340427061120822
0.280299748416037,-0.464208317952697
0.274024437164713,-0.568631853900554
0.257839561825308,-0.605703866272
0.248020589297224,-0.527713764487059
0.247109121830495,-0.292631879121567
0.237263926224015,0.128386836122681
0.22165711906927,0.735355422545911
0.218116656189962,1.47909830307804
0.201105026770058,2.25214519310033
0.198893577157871,2.90729753881401
0.192297436352425,3.30400810017715
0.200557352545742,3.36259096169337
0.19921140678659,3.09959323904273
0.192045139760158,2.62656752813718
0.174947301744475,2.10974943228396
0.173032431725334,1.70513964875757
0.171546165594599,1.4986925309458
0.152286862907956,1.4827037120039
0.155651547177562,1.5782776274535
0.145139924033001,1.68395807124413
0.12780081128558,1.71982069917529
0.112737290702873,1.64995609053905
0.101941783383092,1.48244207967285
0.0829394757476927,1.25295936115589
0.0628629880700773,1.0037964594725
0.0525112005566528,0.772084385208387
0.0457431240613891,0.591121144585486
0.0282131717814129,0.496478827075985
0.0147273227647003,0.528476819115156
0.00235078487585224,0.728577607899846
-0.00746568724259001,1.12781829801178
-0.0241197315201772,1.72553056346397
-0.0256777572736345,2.46614743551542
-0.0458525166903893,3.23361019084518
-0.0440276596277123,3.87830323570992
-0.0526528600923752,4.26804610495309
-0.0633073288607004,4.33525399742264
-0.0667697634668718,4.09673553816995
-0.0720451438737393,3.64123037575955
-0.079780840008755,3.09328202068729
-0.0866046667174188,2.56898246952518
-0.0859150575829088,2.14352089324758
-0.101518685851602,1.84469906507067
-0.121356798673499,1.66847406223833
-0.104433502702276,1.59838018898057
-0.114325106664593,1.61448620693275
-0.115090372724427,1.69192181999581
-0.126672405854535,1.79697978609133
-0.135039736493912,1.8866345707278
-0.134503624789367,1.9132909415352
-0.14026862278633,1.83468347944392
-0.142692814685236,1.62714577893063
-0.138475337155129,1.2975285477078
-0.137839867299314,0.886200088157753
-0.144684911748967,0.456192099175474
-0.146465198501755,0.0728365120001242
-0.136651452650639,-0.215840651651776
-0.155456290676955,-0.390347921971699
-0.156790961202316,-0.459022029737573
-0.164000232468729,-0.445626332678413
-0.162961520519221,-0.372135757369351
-0.178209164523305,-0.246875359020726
-0.190396269204601,-0.0633796255094289
-0.175846501054023,0.191359619891673
-0.186352067968839,0.524772914992974
-0.186076275578885,0.930146960307222
-0.195325393740055,1.3860208159949
-0.19354403675113,1.86136370944776
-0.203756633415815,2.32156932881118
-0.21508113916738,2.73189280640354
-0.217030868224982,3.05770673050709
-0.219695786449064,3.26496550308718
-0.223075293710381,3.32484058383295
-0.2215900027273,3.22102352376467
-0.231719293098112,2.95599215811318
-0.227627072243329,2.55549963217755
-0.222194822085393,2.06907011859707
-0.226640914508733,1.56184858975928
-0.21805682400268,1.09903534366267
-0.214174992000426,0.730196565801033
-0.211644654886728,0.478466929284782
-0.21741468758196,0.336933117516987
-0.206339422112119,0.275599887266794
-0.191201459305214,0.2595187350261
-0.182615093128747,0.269835411226406
-0.173827692834097,0.313899242141586
-0.168250822383758,0.415988619005081
-0.162247804136603,0.5930691062145
-0.162042090770437,0.830243525833678
-0.141684750035929,1.07240617070183
-0.12909123498183,1.24066198697044
-0.12382409478811,1.2669044517004
-0.104006848431011,1.12834881982101
-0.100237018716571,0.863937314779523
-0.0860877090096262,0.562531347006182
-0.0766882570501764,0.325343389853684
-0.0680415593133142,0.220805768311539
-0.0696072474084221,0.256757839468432
-0.0693756536178671,0.382729147420368
-0.0622845829830231,0.516413788262945
-0.0551790729005759,0.579370373854258
-0.0334309860257063,0.527228755962924
-0.0338061838551705,0.363965598914918
-0.0386636951174719,0.137146872334738
-0.02827471113885,-0.0818439058274569
-0.0249030406905776,-0.224647438854086
-0.0242225524041175,-0.249899981437849
-0.0237393957264116,-0.155470372916612
-0.024575701091947,0.0238628290038
-0.018394668577163,0.230032982957302
-0.0196622895129822,0.401638209532922
-0.0181599775089331,0.494415203976234
-0.0196327395226667,0.494872476986147
-0.0272290946592515,0.422091860432149
-0.028385498470114,0.318049926748381
-0.0243888153018263,0.229863582266543
-0.0256816093767687,0.190277668260334
-0.0356633085840212,0.206501361774104
-0.0520755002495813,0.264334328061908
-0.0603566372265558,0.34419800874152
-0.0530821303441179,0.438652413225801
-0.0562909913264693,0.560574730011257
-0.0615524684442981,0.735368400539688
-0.0802508120147826,0.980550980554091
-0.0922288617736071,1.28596343875835
-0.0867972466770249,1.60701408796404
-0.0950212926016393,1.87487693631607
-0.0980134336232351,2.02049408278977
-0.103774956137082,2.00297245307331
-0.107602851989115,1.82887280825387
-0.118925234762577,1.55332015890279
-0.131068201609363,1.26274197348682
-0.13516722569137,1.04520568599839
-0.136990650019515,0.95910323944619
-0.151722941653149,1.0129406638359
-0.15689504792904,1.16379153078605
-0.157661912264286,1.33370437234649
-0.171884207905404,1.43727283153285
-0.184376036425985,1.40960144098001
-0.188119913385723,1.22452928300628
-0.192938043251109,0.898965744064682
-0.192736229521685,0.484272212236932
-0.208879679240096,0.0483312362541803
-0.214140664870257,-0.34456751239472
-0.229367963643942,-0.648432895767292
-0.237268247021165,-0.842104889670216
-0.245868010431772,-0.928618448808495
-0.264502105829716,-0.928948544827315
-0.266574677658213,-0.87279727173774
-0.274613634701976,-0.790292836877002
-0.281550097277817,-0.707001835061984
-0.287257395768924,-0.641907825226722
-0.285934060148183,-0.606910976221456
-0.300129741411054,-0.606578846722487
-0.308227480692113,-0.636973922925679
-0.312909921100447,-0.683532706654798
-0.315644182706105,-0.720507269239351
-0.322950124125199,-0.715466509824538
-0.331821546885789,-0.639586704240716
-0.337268527399462,-0.479650459937285
-0.351297049683362,-0.245033623471213
-0.350131602085041,0.0343286147155306
-0.360184747312241,0.317057973098031
-0.366574980302504,0.561330083831292
-0.368450550592795,0.733555849766774
-0.385450497532943,0.813063966890036
-0.389299335373223,0.793729285425305
-0.384622268457215,0.684214055451348
-0.387075817350184,0.506276091768367
-0.401262741055038,0.289816272797906
-0.410667753460966,0.0655543020874711
-0.4059299870668,-0.14252778133635
-0.406005871607032,-0.32237465138265
-0.414065065778548,-0.473213522051798
-0.414183515836359,-0.598521254981013
-0.424287711714615,-0.698106965085936
-0.424729651780515,-0.765460610157435
-0.425801445448029,-0.790215464500279
-0.425309718003068,-0.761419987423891
-0.424773457351295,-0.669851628237115
-0.412926155716567,-0.510692507414945
-0.399561612846396,-0.286508290209413
-0.414580697618151,-0.00850024822229971
-0.407884246573625,0.30383983844361
-0.410520950368722,0.622153501409722
-0.393240922174648,0.908558150306693
-0.39686482855277,1.12009398340249
-0.391108508476158,1.2202418734804
-0.378176685832285,1.19248045318214
-0.372190553682851,1.04947322354347
-0.367498322688911,0.834474652168679
-0.355679873555479,0.613186462005029
-0.341587286040273,0.456942536662915
-0.329008670295881,0.423721422007696
-0.312540417582868,0.545130006192843
-0.304084260130896,0.821762400954367
-0.290812372781165,1.22383471865954
-0.270858421521174,1.6946318184646
-0.252951668339606,2.1570793768537
-0.234392801948079,2.52436166149073
-0.216139154166957,2.71535680785139
-0.211879934069438,2.67380393752734
-0.191961470333663,2.38501957440967
-0.179805618418729,1.88235827778761
-0.169930586079484,1.24039457503382
-0.151161675235421,0.555868440785242
-0.13309667401857,-0.0790237244939394
-0.125164835658863,-0.600101076947621
-0.122754633043291,-0.980601903870737
-0.113104779901307,-1.22581438319623
-0.115373733991488,-1.36012209070048
-0.103310692707966,-1.41351167080797
-0.0908318835571389,-1.4119730372978
-0.0935375145497743,-1.37343438105912
-0.0879835623448996,-1.3079158735041
-0.0934025279498716,-1.21930462821428
-0.0752958350639741,-1.10665801709677
-0.0789989658437882,-0.964574145072407
-0.0669400608594459,-0.784551243949427
-0.0718602042526695,-0.559663030317934
-0.0810730916655961,-0.291648562114172
-0.0813804706816031,0.00356338360173524
-0.0898461521547444,0.295302865123277
-0.0758696249580599,0.543737248093375
-0.0931072713363321,0.710457281526479
-0.0858950580169171,0.769892131458216
-0.094639184980429,0.716308874228287
-0.103877200350198,0.564436877298278
-0.108140108273673,0.345277347522872
-0.109544968741998,0.0992746997645305
-0.111812317094265,-0.131246434119273
-0.119053676477557,-0.30886532061308
-0.122339304254839,-0.406751915857324
-0.12941656754886,-0.413132205761971
-0.137261722337059,-0.332826229234673
-0.149765999890366,-0.184176392024319
-0.158405003370235,0.00719328412553455
-0.163129429521956,0.21440312231637
-0.169305814071208,0.413684758456416
-0.177889621769181,0.587700642758123
-0.18882130630922,0.727284236123478
-0.189390394898355,0.82987426678905
-0.198314827129982,0.895601072119514
-0.214073558467051,0.92519166752666
-0.224473784440529,0.921808266107133
-0.235670519652527,0.893969187905633
-0.240057556453155,0.855567736173107
-0.249522546077655,0.821762333705892
-0.265002902116526,0.801979863710506
-0.265320971387216,0.793072226513174
-0.278228874844033,0.777292219825174
-0.283407527303573,0.728432969532557
-0.29114830590893,0.623950896270785
-0.298152072094643,0.455865258910828
-0.306558780454139,0.234630522188997
-0.30593645685011,-0.0137097025968432
-0.303271822868331,-0.253526628699955
-0.314401996822753,-0.446413779454055
-0.312642427035867,-0.557963947121679
-0.3120612674785,-0.564542132105811
-0.310344045805304,-0.459928667497122
-0.315397113574068,-0.259204736586585
-0.30856657030743,0.00408799191880258
-0.311510826059156,0.287552360891027
-0.31806774853387,0.550579896496499
-0.311401151887434,0.760444559134307
-0.315389570950843,0.895513654131938
-0.319606618818484,0.951753862946248
-0.304558859511124,0.952493732682219
-0.308968172134918,0.952245004446373
-0.322676868472484,1.02534210279152
-0.310970646706409,1.23854247170631
-0.318384434147202,1.61718934165681
-0.315846003696407,2.12306442711738
-0.314843958440301,2.66046905975658
-0.307804673457646,3.1106830837733
-0.308641236028533,3.37624984323382
-0.316556198759852,3.41219309109142
-0.306939081848023,3.23213929323339
-0.316081950199917,2.89151961410251
-0.316477267355137,2.45899248337358
-0.319540477441752,1.99063281931471
-0.310019014085035,1.51848185989498
-0.310406672970771,1.05486323424762
-0.318802354093105,0.604402137350792
-0.334846917070427,0.174978361322096
-0.331381859064539,-0.216922027487483
-0.327230646691837,-0.547937601103549
-0.328284312232132,-0.79545008597946
-0.327510708602884,-0.946356332038265
-0.324891082919818,-1.00109130182202
-0.318102432881909,-0.971033166795605
-0.31972874943621,-0.873308169772664
-0.311775675053775,-0.72798242941203
-0.309458398195984,-0.557592332067197
-0.31256838920949,-0.384967724981807
-0.307421699313677,-0.227910882899822
-0.307221416278982,-0.0943488051484118
-0.287939021187536,0.0178650670470275
-0.292616023038532,0.115989574444016
-0.286823471262197,0.205810010777808
-0.282511276261993,0.289050761417589
-0.277229537787514,0.367544430039417
-0.271890384955044,0.449830737894957
-0.279001601097651,0.552719262879908
-0.26111936415869,0.69502387032705
-0.257062002711146,0.886586352442039
-0.256332545686465,1.11814284629213
-0.250582860438953,1.35858948093398
-0.248467934742446,1.56411634675345
-0.242433649240264,1.69496210746866
-0.241178284066669,1.7283149152704
-0.235491142713119,1.66068287973304
-0.232959624742085,1.50292400029153
-0.235759887646469,1.2734622082877
-0.245163872735882,0.992521133173871
-0.266987464992192,0.679457804198789
-0.27216740425465,0.353998866430012
-0.250042111136018,0.0383418509277121
-0.240332663554436,-0.243894454180774
-0.24289076016322,-0.471429584556215
-0.240413414467348,-0.627790982401202
-0.240128513511765,-0.701205136167717
-0.229603650220319,-0.684854791664652
-0.235537872240721,-0.579251632822303
-0.237613494015216,-0.394385132859658
-0.228785951934704,-0.149142214202232
-0.235178547994341,0.131609805654691
-0.236093484743747,0.420948627782906
-0.225364156850678,0.6938854499873
-0.226777140887415,0.930173960948568
-0.216029816854656,1.11539184309071
-0.21256537684438,1.2410069357589
-0.216176820723349,1.30413203890949
-0.216540549034836,1.30754461180248
-0.209367369461876,1.26058891262605
-0.211654569018314,1.18063066113524
-0.201364287387388,1.09355652117014
-0.188668681126577,1.03136821725226
-0.192514019926596,1.02551186394046
-0.191083205494983,1.09707085171016
-0.191915668344288,1.24891235576691
-0.186647210302506,1.46624164459128
-0.18371226254042,1.72594648533955
-0.182452143106741,2.00553590815277
-0.178180937210203,2.28207834262677
-0.167703362581822,2.52331554153072
-0.166252320156963,2.68310816156558
-0.155893437535111,2.70983685497038
-0.143374740741736,2.56514304039989
-0.146528157628059,2.24381785799758
-0.140650826969826,1.78487473668106
-0.138506052807479,1.26468566022399
-0.145801676560503,0.770724387808063
-0.134851774293679,0.369616608994049
-0.127125712374485,0.0884197676737049
-0.127412794628291,-0.0846459353961764
-0.128681949458963,-0.186831888264145
-0.124305821477968,-0.262795141980954
-0.130824936251043,-0.346925813412913
-0.128963774685343,-0.451164913744436
-0.124978112463252,-0.563291002234527
-0.120149750741559,-0.656673652015804
-0.126514789137908,-0.705517304408315
-0.131144349595615,-0.696066122708224
-0.121572151276918,-0.62877177532768
-0.116739215808577,-0.513807029114424
-0.117011531445118,-0.365195801664894
-0.11622935960204,-0.197206219412372
-0.108232456848096,-0.0236651937836656
-0.124555616623213,0.14163072953566
-0.125181085320984,0.285769510664674
-0.121204420685301,0.399653373193931
-0.123642598085085,0.482022423150454
-0.124364531587913,0.542934698092184
-0.136079600883082,0.604795872255023
-0.129463809317868,0.698293443076436
-0.137003897658497,0.851540846442589
-0.161487612685402,1.07583575196443
-0.155083610578573,1.35634479770948
-0.162068151602235,1.65390966562243
